division,grupo,articulo,monto,porcentaje
EDUCACION,Material escolar y textos,SACAPUNTA,145901708.22772,3.2e-05
EDUCACION,Material escolar y textos,OTROS UTILES ESCOLARES,2500795275.75071,0.000541
EDUCACION,Material escolar y textos,TEXTOS P/PRIMARIA      .,3237349282.2385,0.000701
EDUCACION,Material escolar y textos,TEXTOS P/SECUNDARIO,2639399129.0656,0.000571
EDUCACION,Material escolar y textos,ENCICLOPEDIA-DICCIONARIO-ATLAS,2416505649.342,0.000523
EDUCACION,Material escolar y textos,TEXTO SUPERIOR- UNIVERSITARIO,3186841196.188,0.00069
EDUCACION,Material escolar y textos,OTROS TEXTOS,1985275545.7355,0.00043
EDUCACION,Material escolar y textos,REVISTA PROFESIONAL,352742838.337,7.6e-05
EDUCACION,Material escolar y textos,SUSCRIPCION A REVISTAS PROFESIONALES,179705109.448,3.9e-05
EDUCACION,Material escolar y textos,MATERIAL P/DIBUJO-PINTURA-ESCULTURA-ETC.,1005476248.84305,0.000218
EDUCACION,Material escolar y textos,HERRAMIENTAS P/ESTUDIOS TEC. Y SUP.,58629729.553,1.3e-05
EDUCACION,Material escolar y textos,INSTRUMENTAL Y EQU.TECN.P/EST.,1104084002.4535,0.000239
EDUCACION,Material escolar y textos,OTROS MATERIALES P/EST. TECN. Y SUP.,343271420.6175,7.4e-05
BIENES Y SERVICIOS DIVERSOS,"Cigarrillos, tabaco y accesorios",CIGARRILLOS.,79478186866.7733,0.017205
BIENES Y SERVICIOS DIVERSOS,"Cigarrillos, tabaco y accesorios",CIGARRILLOS.,3751378565.375,0.000812
BIENES Y SERVICIOS DIVERSOS,"Cigarrillos, tabaco y accesorios",CIGARRO Y CIGARRITOS,8721099.008,2.0e-06
BIENES Y SERVICIOS DIVERSOS,"Cigarrillos, tabaco y accesorios",TABACO PARA PIPA,269233085.93896,5.8e-05
BIENES Y SERVICIOS DIVERSOS,"Cigarrillos, tabaco y accesorios",OTROS ACCESORIOS P/FUMADORES,31676068.3072,7.0e-06
BIENES Y SERVICIOS DIVERSOS,"Cigarrillos, tabaco y accesorios",ACCESORIOS Y CARGA PARA ENCENDEDOR,52250254.0672,1.1e-05
BIENES Y SERVICIOS DIVERSOS,"Cigarrillos, tabaco y accesorios",ACCESORIOS PARA PIPA Y BOQUILLA,35077564.8,8.0e-06
BIENES Y SERVICIOS DIVERSOS,"Cigarrillos, tabaco y accesorios",ENCENDEDOR,473520842.77479,0.000103
BIENES Y SERVICIOS DIVERSOS,"Cigarrillos, tabaco y accesorios",PIPA-BOQUILLA,44506525.5605,1.0e-05
BIENES Y SERVICIOS DIVERSOS,"Cigarrillos, tabaco y accesorios",OTROS,39878675.062,9.0e-06
BIENES Y SERVICIOS DIVERSOS,Articulos de tocador,BASE COMPACTA-RUBOR-SOMBRA,2926090129.5498,0.000633
BIENES Y SERVICIOS DIVERSOS,Articulos de tocador,BRONCEADOR,767351144.0476,0.000166
BIENES Y SERVICIOS DIVERSOS,Articulos de tocador,CREMA DE AFEITAR.,1883653588.7658,0.000408
BIENES Y SERVICIOS DIVERSOS,Articulos de tocador,CREMA DE BELLEZA.,6396195332.5105,0.001385
BIENES Y SERVICIOS DIVERSOS,Articulos de tocador,COLONIA-LOCION-PERFUME,8022255234.1097,0.001737
BIENES Y SERVICIOS DIVERSOS,Articulos de tocador,DENTIFRICO.,6768114250.07922,0.001465
BIENES Y SERVICIOS DIVERSOS,Articulos de tocador,DESODORANTE-ANTISUDORAL,10816592163.0792,0.002341
BIENES Y SERVICIOS DIVERSOS,Articulos de tocador,ESMALTE QUITAESMALTE,1672531152.3055,0.000362
BIENES Y SERVICIOS DIVERSOS,Articulos de tocador,FIJADOR-ACONDICIONADOR PARA CABELLO,1993244558.2521,0.000431
BIENES Y SERVICIOS DIVERSOS,Articulos de tocador,JABON DE TOCADOR.,10106179817.3414,0.002188
BIENES Y SERVICIOS DIVERSOS,Articulos de tocador,HOJA DE AFEITAR Y SIMILARES,4476338452.117,0.000969
BIENES Y SERVICIOS DIVERSOS,Articulos de tocador,LAPIZ LABIAL.,1771695842.91945,0.000384
BIENES Y SERVICIOS DIVERSOS,Articulos de tocador,CHAMPU.,14335806726.1948,0.003103
BIENES Y SERVICIOS DIVERSOS,Articulos de tocador,TALCO,1244444019.9496,0.000269
BIENES Y SERVICIOS DIVERSOS,Articulos de tocador,TINTURA-MATIZADOR,1704541718.3253,0.000369
BIENES Y SERVICIOS DIVERSOS,Articulos de tocador,OTROS,2527489549.63314,0.000547
BIENES Y SERVICIOS DIVERSOS,Servicios para el cuidado personal,GIMNASIA-MASAJE,1861330518.0662,0.000403
BIENES Y SERVICIOS DIVERSOS,Servicios para el cuidado personal,MANICURA,572533804.1971,0.000124
BIENES Y SERVICIOS DIVERSOS,Servicios para el cuidado personal,PEDICURIA,1442826589.322,0.000312
BIENES Y SERVICIOS DIVERSOS,Servicios para el cuidado personal,SERVICIO DE PELUQUERIA PARA HOMBRE,10373479403.6462,0.002246
BIENES Y SERVICIOS DIVERSOS,Servicios para el cuidado personal,SERVICIO DE PELUQUERIA PARA MUJER.,22137987785.0989,0.004792
BIENES Y SERVICIOS DIVERSOS,Servicios para el cuidado personal,SERVICIO DE PELUQUERIA PARA NIÑO,2030980259.754,0.00044
BIENES Y SERVICIOS DIVERSOS,Servicios para el cuidado personal,OTROS,1324280083.1655,0.000287
BIENES Y SERVICIOS DIVERSOS,Bienes y servicios diversos,ALICATE-TIJERA-PINZA,514611899.8435,0.000111
BIENES Y SERVICIOS DIVERSOS,Bienes y servicios diversos,MAQUINA DE AFEITAR MANUAL,418569985.6036,9.1e-05
BIENES Y SERVICIOS DIVERSOS,Bienes y servicios diversos,MAQUINA DE AFEITAR ELECTRICA,11533006.711,2.0e-06
BIENES Y SERVICIOS DIVERSOS,Bienes y servicios diversos,MASAJEADOR,79202919.08,1.7e-05
BIENES Y SERVICIOS DIVERSOS,Bienes y servicios diversos,PEINE-CEPILLO-BROCHA DE AFEITAR-HEBILLA-ESPONJA- L,519222289.62161,0.000112
BIENES Y SERVICIOS DIVERSOS,Bienes y servicios diversos,SECADOR Y SIMILARES,249357081.972,5.4e-05
BIENES Y SERVICIOS DIVERSOS,Bienes y servicios diversos,OTROS,307068783.1194,6.6e-05
BIENES Y SERVICIOS DIVERSOS,Bienes y servicios diversos,BOLSO- BOLSON,4376737969.8113,0.000947
BIENES Y SERVICIOS DIVERSOS,Bienes y servicios diversos,PARAGUAS,1439350482.024,0.000312
BIENES Y SERVICIOS DIVERSOS,Bienes y servicios diversos,PORTAFOLIOS.,824786209.714,0.000179
BIENES Y SERVICIOS DIVERSOS,Bienes y servicios diversos,VALIJA PARA VIAJE,583749520.36,0.000126
BIENES Y SERVICIOS DIVERSOS,Bienes y servicios diversos,OTROS ARTICULOS DE MARROQUINERIA.,1131977446.1925,0.000245
BIENES Y SERVICIOS DIVERSOS,Bienes y servicios diversos,FANTASIA,1656739950.8182,0.000359
BIENES Y SERVICIOS DIVERSOS,Bienes y servicios diversos,JOYA,1404519612.7026,0.000304
BIENES Y SERVICIOS DIVERSOS,Bienes y servicios diversos,RELOJ (PULSERA-DESPERTADOR),4371653309.5527,0.000946
BIENES Y SERVICIOS DIVERSOS,Bienes y servicios diversos,OTROS ARTICULOS DE JOYERIA.,682155126.267,0.000148
BIENES Y SERVICIOS DIVERSOS,Bienes y servicios diversos,MAQUINA DE CALCULAR,431113561.902,9.3e-05
BIENES Y SERVICIOS DIVERSOS,Bienes y servicios diversos,MAQUINA DE ESCRIBIR,1686446486.5,0.000365
BIENES Y SERVICIOS DIVERSOS,Bienes y servicios diversos,OTROS BIENES DIVERSOS.,1702544894.96,0.000369
BIENES Y SERVICIOS DIVERSOS,Bienes y servicios diversos,REPUESTOS Y REPARAC.DE BIENES DIVERSOS,383234780.059,8.3e-05
BIENES Y SERVICIOS DIVERSOS,Bienes y servicios diversos,ALQUILER DE CAJA DE SEGURIDAD,1217573075.8523,0.000264
BIENES Y SERVICIOS DIVERSOS,Bienes y servicios diversos,ALQUILER DE NICHO-PANTEON,2528382376.0039,0.000547
BIENES Y SERVICIOS DIVERSOS,Bienes y servicios diversos,CARGA POR SERVICIO DE TARJETA DE CREDITO,5211851810.4162,0.001128
BIENES Y SERVICIOS DIVERSOS,Bienes y servicios diversos,FOTOCOPIA.,1858092802.0546,0.000402
BIENES Y SERVICIOS DIVERSOS,Bienes y servicios diversos,GASTOS FUNERARIOS.,17062718378.347,0.003694
BIENES Y SERVICIOS DIVERSOS,Bienes y servicios diversos,SALON Y ORGANIZACION DE FIESTAS (ORQUESTA- FOTOGRA,8143367644.173,0.001763
BIENES Y SERVICIOS DIVERSOS,Bienes y servicios diversos,SERVICIOS DE MUDANZA Y FLETES.,1314482298.18,0.000285
BIENES Y SERVICIOS DIVERSOS,Bienes y servicios diversos,SEERVICIOS PERSONAL ES NO INCLUIDOS ANTERIORMENTE,809724234.218,0.000175
BIENES Y SERVICIOS DIVERSOS,Bienes y servicios diversos,SERVICIOS PROFESIONALES (ABOGADO-CONTADOR-ESCRIBAN,7858557311.8915,0.001701
BIENES Y SERVICIOS DIVERSOS,Bienes y servicios diversos,OTROS SERVICOS (CASAMIENTO-MISA),4263888762.0263,0.000923
